Level1_Name,Level1_Desc,Level2_Name,Level2_Desc,Level3_Name,Level3_Desc,Level4_Name,Level4_Desc,Level5_Name,Level5_Desc,Assign_To,Timeline,Weight,Substation_Type,Leaf_Node_Progress_Type
,,,,Power Cable Laying,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Control Cable Laying,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Cable Ferruling & Glanding,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Cable Termination,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Cable Fireproofing & Sealing at Penetrations,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Earthing Installation,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Earthing Strip Laying,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Earth Pit Installation,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Battery Bank Installation,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Battery Charger Installation,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,UPS Installation,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,ACDB/DCDB Installation,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Lighting Installation,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Fiber Optic / PLCC Cable Laying,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,DG Installation (if applicable),,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
Testing & Commissioning,,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,AIS Equipment Testing,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,Transformer Testing,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,CT/PT Testing,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Circuit Breaker Testing,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Contact Resistance Test,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Bus Bar Testing,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,GIS Equipment Testing,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,SF6 Gas Quality Test,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,SF6 Pressure Test,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,SF6 Leakage Test,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,SF6 Dew Point Test,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Partial Discharge Test,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,GIS Mechanical Operation Test,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,Interface Testing,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,AIS-GIS Continuity Test,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Bus Duct Testing,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Interface Connection Testing,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Mechanical Alignment Verification,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Interface Protection Scheme Testing,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,Protection & System Testing,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,Relay Testing,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Primary Injection Test,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Secondary Injection Test,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Interlock Testing,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Protection Scheme Verification,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Phasing / Vector Group Verification,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,SCADA Testing,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,RTU Communication Testing,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,System Testing,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,Earthing Resistance Test,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Battery Discharge Test,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,DC System Testing,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,HV Cable Testing (VLF/PD Test),,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Fire Alarm/Detection System Testing,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Illumination Level Test,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,Final Commissioning,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,Charging Permission from CEIG / Grid Authority,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Synchronization Check,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,AIS Section Charging,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,GIS Section Charging,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Transformer Charging,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Charging,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Integrated System Testing,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Trial Run,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Load Trial,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Reliability / Sustained Run,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Final Commissioning,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
Quality Assurance / Quality Control (QA/QC),,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,Inspection Planning,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,Inspection Test Plan (ITP),,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Request for Inspection (RFI),,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,Inspection & Verification,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,Material Inspection,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Third-Party Inspection (TPI) Coordination,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Concrete Cube Test,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Welding Inspection,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Alignment Inspection,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Torque Verification,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Instrument Calibration Check,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,Non-Conformance Management,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,Document/QA Record Control,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,NCR Generation,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,NCR Closure,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
Safety Management (EHS),,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,Safety Induction & Training,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,Safety Induction,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Toolbox Talk,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,Safety Procedures & PPE,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,PPE Distribution,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Permit to Work System,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Work at Height Safety,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Confined Space Safety,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,SF6 Gas Handling Safety,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Electrical Safety Procedure,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,Emergency & Incident Management,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,Fire Safety Arrangement,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Emergency Response Plan,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Accident Reporting,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,Environment & Audit,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,Environment Monitoring & Waste Management,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Safety Audit,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
Project Monitoring & Control,,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,Progress Reporting,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,Daily Progress Report (DPR),,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Weekly Progress Review,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Client Review Meeting,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,Schedule & Cost Control,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,Schedule Monitoring,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Cost Monitoring,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Billing Milestone Tracking,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Invoice Submission & Approval Cycle,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Delay Analysis,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Recovery Plan,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,Change & Document Control,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,Change/Variation Order Management,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Interface Management Between AIS & GIS Contractors,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Document Management System / Drawing Control,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Resource Monitoring,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
Handover & Documentation,,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,Closeout Activities,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,Punch Point Closure,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Snag List Clearance,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,Documentation,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,As-Built Drawings,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,O&M Manual,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Warranty Documentation,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,Asset Transfer,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,Spare Parts Handover,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Client O&M Staff Training,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,Project Closure,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,Performance Guarantee Test,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Client Inspection,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Completion Certificate,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Final Invoice Submission,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Material Reconciliation (Surplus/Scrap Return),,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Insurance Policy Closure,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Final Sign-Off,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,Demobilization & Liability Tracking,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,
,,,,Equipment/Vehicle Demobilization,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Taking Over Certificate (TOC),,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Defect Liability Period (DLP) Tracking Start,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
,,,,Site Demobilization,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,Hybrid,Binary
